cds,rtype,schoolname,districtname,countyname,charter_flag,coe_flag,dass_flag,studentgroup,currprogressed,currmaintainPL4,currmaintainOth,currdeclined,currprogressed_Alternate,currmaintainPL3_Alternate,currnotprognotmain_Alternate,curr95,currnumer,currdenom,currstatus,priorprogressed,priormaintainPL4,priormaintainOth,priordeclined,priorprogressed_Alternate,priormaintainPL3_Alternate,priornotprognotmain_Alternate,prior95,priornumer,priordenom,priorstatus,change,statuslevel,changelevel,color,ImageURL,box,currnsizemet,priornsizemet,accountabilitymet,indicator,reportingyear
30666216029763,S,Crescent Elementary,Orange Unified,Orange,,,,English Learner,12,0,5,4,0,0,0,0,12,21,57.1,9,0,5,0,0,0,0,0,9,14,64.3,-7.1,4,2,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216029771,S,Esplanade Elementary,Orange Unified,Orange,,,,English Learner,67,4,31,9,0,0,0,0,71,111,64,50,0,37,24,0,0,0,0,50,111,45,18.9,4,5,5,https://i.imgur.com/3zBSYLM.png,100,Y,Y,Y,ELPI,2024
30666216029789,S,Fairhaven Elementary,Orange Unified,Orange,,,,English Learner,57,2,46,12,0,0,1,0,59,118,50,87,5,46,4,1,0,0,0,93,143,65,-15,3,1,2,https://i.imgur.com/AynDLG5.png,110,Y,Y,Y,ELPI,2024
30666216029789,S,Fairhaven Elementary,Orange Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,4,,,,,,,,,0,,4,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216029797,S,Fletcher Mandarin Language & GATE Academy,Orange Unified,Orange,,,,English Learner,23,0,18,7,0,0,0,0,23,48,47.9,32,3,14,8,0,0,0,0,35,57,61.4,-13.5,3,1,2,https://i.imgur.com/AynDLG5.png,110,Y,Y,Y,ELPI,2024
30666216029805,S,Handy Elementary,Orange Unified,Orange,,,,English Learner,74,0,42,22,0,0,0,0,74,138,53.6,78,4,35,37,0,0,0,0,82,154,53.2,0.4,3,3,3,https://i.imgur.com/rZPpjuJ.png,130,Y,Y,Y,ELPI,2024
30666216029805,S,Handy Elementary,Orange Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,3,,,,,,,,,0,,5,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216029821,S,Jordan Academy of Language and Computer Science,Orange Unified,Orange,,,,English Learner,61,3,43,20,0,0,0,0,64,127,50.4,78,1,30,14,0,0,1,0,79,124,63.7,-13.3,3,1,2,https://i.imgur.com/AynDLG5.png,110,Y,Y,Y,ELPI,2024
30666216029821,S,Jordan Academy of Language and Computer Science,Orange Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,5,,,,,,,,,0,,6,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216029854,S,Lampson Elementary,Orange Unified,Orange,,,,English Learner,61,3,80,42,0,0,0,0,64,186,34.4,89,2,72,40,0,0,0,0,91,203,44.8,-10.4,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
30666216029862,S,La Veta Elementary,Orange Unified,Orange,,,,English Learner,37,0,31,13,0,0,0,0,37,81,45.7,40,1,30,20,0,0,0,0,41,91,45.1,0.6,3,3,3,https://i.imgur.com/rZPpjuJ.png,130,Y,Y,Y,ELPI,2024
30666216029870,S,Olive Elementary,Orange Unified,Orange,,,,English Learner,17,0,23,15,0,0,0,0,17,55,30.9,38,0,10,4,0,0,0,0,38,52,73.1,-42.2,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
30666216029870,S,Olive Elementary,Orange Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,2,,,,,,,,,0,,1,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216029888,S,Palmyra GATE Magnet,Orange Unified,Orange,,,,English Learner,29,2,21,10,1,1,1,0,33,65,50.8,36,1,21,8,1,0,0,0,38,67,56.7,-5.9,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
30666216029896,S,Panorama Elementary,Orange Unified,Orange,,,,English Learner,,,,,,,,0,,8,,7,0,3,3,0,0,0,0,7,13,53.8,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216029912,S,Prospect Elementary,Orange Unified,Orange,,,,English Learner,53,0,28,9,0,0,0,0,53,90,58.9,35,5,37,24,0,0,0,0,40,101,39.6,19.3,4,5,5,https://i.imgur.com/3zBSYLM.png,100,Y,Y,Y,ELPI,2024
30666216029912,S,Prospect Elementary,Orange Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,3,,,,,,,,,0,,3,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216029920,S,Canyon Hills,Orange Unified,Orange,,,Y,English Learner,,,,,,,,0,,0,,,,,,,,,0,,1,,,0,0,,,0,N,N,,ELPI,2024
30666216029920,S,Canyon Hills,Orange Unified,Orange,,,Y,Long-Term English Learner,,,,,,,,0,,0,,,,,,,,,0,,0,,,0,0,,,0,N,N,,ELPI,2024
30666216029938,S,Serrano Elementary,Orange Unified,Orange,,,,English Learner,5,1,6,3,0,0,0,0,6,15,40,18,0,3,1,0,0,0,1,18,23,78.3,-38.3,2,1,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216029953,S,Sycamore Elementary,Orange Unified,Orange,,,,English Learner,49,2,30,8,0,0,5,0,51,94,54.3,57,3,22,16,2,0,1,0,62,101,61.4,-7.1,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
30666216029953,S,Sycamore Elementary,Orange Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,4,,,,,,,,,0,,1,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216029961,S,Taft Elementary,Orange Unified,Orange,,,,English Learner,73,1,69,23,0,0,0,0,74,166,44.6,105,1,47,13,0,0,0,0,106,166,63.9,-19.3,2,1,1,https://i.imgur.com/0xqkwNU.png,160,Y,Y,Y,ELPI,2024
30666216029961,S,Taft Elementary,Orange Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,6,,,,,,,,,0,,3,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216029979,S,Villa Park Elementary,Orange Unified,Orange,,,,English Learner,6,0,5,4,0,0,0,0,6,15,40,9,0,5,2,0,0,0,0,9,16,56.3,-16.3,2,1,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216029987,S,West Orange Elementary,Orange Unified,Orange,,,,English Learner,36,3,30,12,0,0,0,0,39,81,48.1,45,5,19,9,0,0,0,0,50,78,64.1,-16,3,1,2,https://i.imgur.com/AynDLG5.png,110,Y,Y,Y,ELPI,2024
30666216058937,S,Cerro Villa Middle,Orange Unified,Orange,,,,English Learner,28,2,23,17,0,0,0,0,30,70,42.9,29,1,31,23,0,0,0,0,30,84,35.7,7.1,2,4,3,https://i.imgur.com/rZPpjuJ.png,190,Y,Y,Y,ELPI,2024
30666216058937,S,Cerro Villa Middle,Orange Unified,Orange,,,,Long-Term English Learner,25,2,14,15,0,0,0,0,27,56,48.2,25,1,24,22,0,0,0,0,26,72,36.1,12.1,3,5,4,https://i.imgur.com/ddAH9me.png,150,Y,Y,Y,ELPI,2024
30666216058945,S,McPherson Magnet,Orange Unified,Orange,,,,English Learner,20,0,10,7,0,0,0,0,20,37,54.1,25,0,13,4,0,0,0,0,25,42,59.5,-5.5,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
30666216058945,S,McPherson Magnet,Orange Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,3,,,,,,,,,0,,2,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216061725,S,Portola Middle,Orange Unified,Orange,,,,English Learner,61,4,38,26,0,0,0,0,65,129,50.4,61,2,34,42,0,1,1,0,64,141,45.4,5,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
30666216061725,S,Portola Middle,Orange Unified,Orange,,,,Long-Term English Learner,44,3,16,17,0,0,0,0,47,80,58.8,47,2,19,24,0,1,1,0,50,94,53.2,5.6,4,4,4,https://i.imgur.com/ddAH9me.png,90,Y,Y,Y,ELPI,2024
30666216061733,S,Yorba Middle,Orange Unified,Orange,,,,English Learner,42,5,38,14,0,0,0,0,47,99,47.5,66,11,43,44,0,0,0,0,77,164,47,0.5,3,3,3,https://i.imgur.com/rZPpjuJ.png,130,Y,Y,Y,ELPI,2024
30666216061733,S,Yorba Middle,Orange Unified,Orange,,,,Long-Term English Learner,36,5,28,14,0,0,0,0,41,83,49.4,54,5,27,34,0,0,0,0,59,120,49.2,0.2,3,3,3,https://i.imgur.com/rZPpjuJ.png,130,Y,Y,Y,ELPI,2024
30666216071112,S,Linda Vista Elementary,Orange Unified,Orange,,,,English Learner,,,,,,,,0,,7,,,,,,,,,0,,10,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216071120,S,Nohl Canyon Elementary,Orange Unified,Orange,,,,English Learner,,,,,,,,0,,8,,,,,,,,,0,,9,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216085328,S,Santiago Middle,Orange Unified,Orange,Y,,,English Learner,52,2,38,22,0,0,0,0,54,114,47.4,60,9,35,14,0,0,0,0,69,118,58.5,-11.1,3,1,2,https://i.imgur.com/AynDLG5.png,110,Y,Y,Y,ELPI,2024
30666216085328,S,Santiago Middle,Orange Unified,Orange,Y,,,Long-Term English Learner,46,2,30,19,0,0,0,0,48,97,49.5,55,9,22,14,0,0,0,0,64,100,64,-14.5,3,1,2,https://i.imgur.com/AynDLG5.png,110,Y,Y,Y,ELPI,2024
30666216094874,S,El Rancho Charter,Orange Unified,Orange,Y,,,English Learner,4,5,2,0,0,0,0,0,9,11,81.8,9,3,3,1,0,0,0,0,12,16,75,6.8,5,4,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216094874,S,El Rancho Charter,Orange Unified,Orange,Y,,,Long-Term English Learner,,,,,,,,0,,5,,,,,,,,,0,,9,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216096333,S,Imperial Elementary,Orange Unified,Orange,,,,English Learner,10,1,6,4,0,0,0,0,11,21,52.4,10,0,6,1,0,0,0,0,10,17,58.8,-6.4,3,2,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216097364,S,Anaheim Hills Elementary,Orange Unified,Orange,,,,English Learner,8,0,1,2,0,0,0,0,8,11,72.7,13,0,1,2,0,0,0,0,13,16,81.3,-8.5,5,2,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216107767,S,Chapman Hills Elementary,Orange Unified,Orange,,,,English Learner,5,0,4,4,0,0,0,0,5,13,38.5,12,0,2,0,0,0,0,0,12,14,85.7,-47.3,2,1,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216107767,S,Chapman Hills Elementary,Orange Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,2,,,,,,,,,0,,0,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216114565,S,Canyon Rim Elementary,Orange Unified,Orange,,,,English Learner,12,0,2,2,0,0,0,0,12,16,75,11,1,4,1,0,0,0,1,12,18,66.7,8.3,5,4,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216114565,S,Canyon Rim Elementary,Orange Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,1,,,,,,,,,0,,1,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216116586,S,Running Springs Academy,Orange Unified,Orange,,,,English Learner,20,0,6,2,0,0,0,0,20,28,71.4,11,1,5,4,0,0,2,0,12,23,52.2,19.3,5,5,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666216116586,S,Running Springs Academy,Orange Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,1,,,,,,,,,0,,1,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666470000000,D,,Placentia-Yorba Linda Unified,Orange,,,,English Learner,971,23,592,377,11,0,24,0,1005,1998,50.3,1110,14,620,326,12,4,16,0,1140,2102,54.2,-3.9,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
30666470000000,D,,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,250,12,170,150,1,0,2,0,263,585,45,374,9,186,126,0,2,2,18,385,717,53.7,-8.7,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
30666470102897,S,Melrose Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,124,1,39,12,0,0,0,0,125,176,71,87,0,61,36,0,0,0,0,87,184,47.3,23.7,5,5,5,https://i.imgur.com/3zBSYLM.png,50,Y,Y,Y,ELPI,2024
30666470109678,S,Lakeview Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,9,0,3,1,0,0,0,0,9,13,69.2,15,0,2,0,0,0,0,0,15,17,88.2,-19,5,1,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666470116525,S,Valadez Middle School Academy,Placentia-Yorba Linda Unified,Orange,,,,English Learner,67,4,56,25,1,0,1,0,72,154,46.8,90,0,62,26,0,3,1,3,93,185,50.3,-3.5,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
30666470116525,S,Valadez Middle School Academy,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,42,2,29,16,1,0,1,0,45,91,49.5,69,0,30,19,0,2,1,1,71,122,58.2,-8.7,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
30666470119404,S,Yorba Linda High,Placentia-Yorba Linda Unified,Orange,,,,English Learner,14,0,9,9,0,0,0,0,14,32,43.8,13,0,7,5,0,0,0,0,13,25,52,-8.3,2,2,0,https://i.imgur.com/hWgtiPF.png,0,Y,N,,ELPI,2024
30666470119404,S,Yorba Linda High,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,4,0,3,6,0,0,0,0,4,13,30.8,5,0,5,2,0,0,0,0,5,12,41.7,-10.9,1,1,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666473030053,S,Esperanza High,Placentia-Yorba Linda Unified,Orange,,,,English Learner,30,0,15,13,0,0,0,0,30,58,51.7,19,1,14,13,0,0,0,0,20,47,42.6,9.2,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
30666473030053,S,Esperanza High,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,17,0,7,12,0,0,0,0,17,36,47.2,16,1,9,11,0,0,0,0,17,37,45.9,1.3,3,3,3,https://i.imgur.com/rZPpjuJ.png,130,Y,Y,Y,ELPI,2024
30666473030483,S,Buena Vista Virtual Academy,Placentia-Yorba Linda Unified,Orange,,,,English Learner,,,,,,,,0,,4,,11,0,4,0,0,0,0,0,11,15,73.3,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666473030483,S,Buena Vista Virtual Academy,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,2,,,,,,,,,0,,4,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666473031929,S,El Dorado High,Placentia-Yorba Linda Unified,Orange,,,,English Learner,23,1,19,28,0,0,1,2,24,74,32.4,35,1,19,13,0,0,0,3,36,71,50.7,-18.3,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
30666473031929,S,El Dorado High,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,17,1,13,25,0,0,0,3,18,59,30.5,27,1,13,12,0,0,0,4,28,57,49.1,-18.6,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
30666473031945,S,El Camino Real Continuation High,Placentia-Yorba Linda Unified,Orange,,,Y,English Learner,10,1,18,11,0,0,0,2,11,42,26.2,22,2,15,14,0,0,0,12,24,65,36.9,-10.7,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
30666473031945,S,El Camino Real Continuation High,Placentia-Yorba Linda Unified,Orange,,,Y,Long-Term English Learner,8,1,12,10,0,0,0,2,9,33,27.3,20,1,11,14,0,0,0,10,21,56,37.5,-10.2,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
30666473038023,S,Valencia High,Placentia-Yorba Linda Unified,Orange,,,,English Learner,109,3,83,54,0,0,0,0,112,249,45,144,3,100,45,0,0,0,9,147,301,48.8,-3.9,3,2,2,https://i.imgur.com/AynDLG5.png,120,Y,Y,Y,ELPI,2024
30666473038023,S,Valencia High,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,80,3,54,53,0,0,0,0,83,190,43.7,113,3,71,44,0,0,0,7,116,238,48.7,-5.1,2,2,2,https://i.imgur.com/AynDLG5.png,170,Y,Y,Y,ELPI,2024
30666476029995,S,Brookhaven Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,,,,,,,,0,,8,,5,0,6,2,0,0,0,0,5,13,38.5,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030001,S,Charles Wagner Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,8,0,0,1,4,0,4,0,12,17,70.6,10,0,3,0,7,0,1,0,17,21,81,-10.4,5,1,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030001,S,Charles Wagner Elementary,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,1,,,,,,,,,0,,0,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030019,S,Col. J. K. Tuffree Middle,Placentia-Yorba Linda Unified,Orange,,,,English Learner,21,0,14,7,0,0,0,0,21,42,50,37,1,11,6,0,0,0,0,38,55,69.1,-19.1,3,1,2,https://i.imgur.com/AynDLG5.png,110,Y,Y,Y,ELPI,2024
30666476030019,S,Col. J. K. Tuffree Middle,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,17,0,13,7,0,0,0,0,17,37,45.9,32,1,9,5,0,0,0,0,33,47,70.2,-24.3,3,1,2,https://i.imgur.com/AynDLG5.png,110,Y,Y,Y,ELPI,2024
30666476030027,S,Glenknoll Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,7,0,3,2,0,0,0,0,7,12,58.3,,,,,,,,0,,8,,,4,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030027,S,Glenknoll Elementary,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,1,,,,,,,,,0,,0,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030035,S,Golden Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,11,0,1,2,2,0,2,0,13,18,72.2,10,0,3,2,0,1,3,0,11,19,57.9,14.3,5,5,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030043,S,Kraemer Middle,Placentia-Yorba Linda Unified,Orange,,,,English Learner,41,2,22,10,0,0,0,0,43,75,57.3,68,1,24,11,0,0,0,0,69,104,66.3,-9,4,2,3,https://i.imgur.com/rZPpjuJ.png,70,Y,Y,Y,ELPI,2024
30666476030043,S,Kraemer Middle,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,36,2,18,10,0,0,0,0,38,66,57.6,59,1,21,11,0,0,0,0,60,92,65.2,-7.6,4,2,3,https://i.imgur.com/rZPpjuJ.png,70,Y,Y,Y,ELPI,2024
30666476030050,S,Morse Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,26,1,14,6,0,0,0,0,27,47,57.4,25,0,12,9,0,0,0,0,25,46,54.3,3.1,4,4,4,https://i.imgur.com/ddAH9me.png,90,Y,Y,Y,ELPI,2024
30666476030050,S,Morse Elementary,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,5,,,,,,,,,0,,4,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030076,S,Rio Vista Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,102,2,71,50,0,0,0,0,104,225,46.2,101,0,81,49,0,0,0,0,101,231,43.7,2.5,3,4,4,https://i.imgur.com/ddAH9me.png,140,Y,Y,Y,ELPI,2024
30666476030084,S,Ruby Drive Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,40,1,34,24,0,0,0,0,41,99,41.4,55,1,25,11,0,0,0,0,56,92,60.9,-19.5,2,1,1,https://i.imgur.com/0xqkwNU.png,160,Y,Y,Y,ELPI,2024
30666476030084,S,Ruby Drive Elementary,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,4,,,,,,,,,0,,5,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030092,S,Sierra Vista Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,16,2,12,11,0,0,0,0,18,41,43.9,16,1,10,4,0,0,0,0,17,31,54.8,-10.9,2,1,1,https://i.imgur.com/0xqkwNU.png,160,Y,Y,Y,ELPI,2024
30666476030092,S,Sierra Vista Elementary,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,1,,,,,,,,,0,,0,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030100,S,Van Buren Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,15,0,5,0,0,0,0,0,15,20,75,15,0,4,3,0,0,0,0,15,22,68.2,6.8,5,4,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030100,S,Van Buren Elementary,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,1,,,,,,,,,0,,0,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030936,S,Mabel M. Paine Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,27,0,5,5,0,0,2,0,27,39,69.2,13,1,9,4,0,0,2,0,14,29,48.3,21,5,5,0,https://i.imgur.com/hWgtiPF.png,0,Y,N,,ELPI,2024
30666476030951,S,Rose Drive Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,10,0,6,1,0,0,0,0,10,17,58.8,6,0,5,1,0,0,0,0,6,12,50,8.8,4,4,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030969,S,Yorba Linda Middle,Placentia-Yorba Linda Unified,Orange,,,,English Learner,9,0,6,4,0,0,0,0,9,19,47.4,10,0,4,2,0,0,0,2,10,18,55.6,-8.2,3,2,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476030969,S,Yorba Linda Middle,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,8,,,,,,,,,0,,7,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476068621,S,Bernardo Yorba Middle,Placentia-Yorba Linda Unified,Orange,,,,English Learner,14,2,14,2,0,0,0,0,16,32,50,14,1,7,3,0,0,0,0,15,25,60,-10,3,2,0,https://i.imgur.com/hWgtiPF.png,0,Y,N,,ELPI,2024
30666476068621,S,Bernardo Yorba Middle,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,6,2,8,1,0,0,0,0,8,17,47.1,9,1,3,3,0,0,0,0,10,16,62.5,-15.4,3,1,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476071146,S,Fairmont Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,22,0,12,2,1,0,1,0,23,38,60.5,11,0,6,4,1,0,2,0,12,24,50,10.5,4,5,0,https://i.imgur.com/hWgtiPF.png,0,Y,N,,ELPI,2024
30666476085633,S,Topaz Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,55,2,37,35,0,0,0,0,57,129,44.2,88,1,35,18,0,0,0,0,89,142,62.7,-18.5,2,1,1,https://i.imgur.com/0xqkwNU.png,160,Y,Y,Y,ELPI,2024
30666476085633,S,Topaz Elementary,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,2,,,,,,,,,0,,2,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476085641,S,Glenview Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,33,0,11,18,0,0,0,0,33,62,53.2,21,0,13,15,0,0,0,0,21,49,42.9,10.4,3,5,4,https://i.imgur.com/ddAH9me.png,150,Y,Y,Y,ELPI,2024
30666476085641,S,Glenview Elementary,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,1,,,,,,,,,0,,2,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476089478,S,George Key,Placentia-Yorba Linda Unified,Orange,,,Y,English Learner,,,,,,,,0,,6,,,,,,,,,0,,6,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476089478,S,George Key,Placentia-Yorba Linda Unified,Orange,,,Y,Long-Term English Learner,,,,,,,,0,,1,,,,,,,,,0,,1,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476095160,S,Linda Vista Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,12,0,3,0,0,0,0,0,12,15,80,12,0,2,2,0,0,0,0,12,16,75,5,5,4,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476097000,S,Woodsboro Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,13,0,18,8,0,0,0,0,13,39,33.3,27,0,12,3,0,0,0,0,27,42,64.3,-31,1,1,1,https://i.imgur.com/0xqkwNU.png,210,Y,Y,Y,ELPI,2024
30666476097018,S,John O. Tynes Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,58,0,48,26,2,0,7,0,60,141,42.6,91,0,50,19,0,0,4,0,91,164,55.5,-12.9,2,1,1,https://i.imgur.com/0xqkwNU.png,160,Y,Y,Y,ELPI,2024
30666476097018,S,John O. Tynes Elementary,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,7,0,4,4,0,0,0,0,7,15,46.7,,,,,,,,0,,7,,,3,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476106009,S,Travis Ranch,Placentia-Yorba Linda Unified,Orange,,,,English Learner,22,1,8,5,0,0,1,0,23,37,62.2,25,0,4,3,0,0,0,0,25,32,78.1,-16,4,1,2,https://i.imgur.com/AynDLG5.png,60,Y,Y,Y,ELPI,2024
30666476106009,S,Travis Ranch,Placentia-Yorba Linda Unified,Orange,,,,Long-Term English Learner,,,,,,,,0,,9,,,,,,,,,0,,5,,,0,0,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
30666476109102,S,Bryant Ranch Elementary,Placentia-Yorba Linda Unified,Orange,,,,English Learner,20,0,3,1,0,0,0,0,20,24,83.3,12,0,7,0,0,0,0,0,12,19,63.2,20.2,5,5,0,https://i.imgur.com/hWgtiPF.png,0,N,N,,ELPI,2024
